Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Tenure,Distance call,Campaign,age group,Predicted,Churn_Probability
9114-VEPUF,1,Male,19,Yes,No,0,Yes,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.1,6001.45,1891.62,7893.07,4,No,4 years+,Yes,Yes,Under_30,0,0.04
4452-ROHMO,1,Female,64,No,No,0,No,15,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,331.6,592.35,923.95,3,No,2 years,Yes,Yes,Young_adult,0,0.01
1587-FKLZB,1,Male,79,Yes,No,0,Yes,66,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,1904.76,8726.91,1,Yes,4 years+,Yes,Yes,Senioir_citizen,1,0.98
8671-KKKOS,1,Female,50,Yes,No,0,Yes,46,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,2062.15,4,No,4 years+,No,Yes,Young_adult,0,0.03
2453-SAFNS,1,Female,68,No,No,0,No,54,Offer B,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,2453.22,6339.27,5,No,4 years+,Yes,Yes,Senioir_citizen,0,0.0
4622-YNKIJ,1,Male,59,No,No,0,No,33,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,1572.12,4599.77,3,No,3 years,Yes,Yes,Young_adult,0,0.03
3908-MKIMJ,1,Male,79,Yes,No,0,Yes,68,None,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,2965.75,3,No,4 years+,No,No,Senioir_citizen,0,0.04
1028-FFNJK,1,Male,79,Yes,No,0,Yes,30,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,1440.6,4358.25,5,No,3 years,Yes,Yes,Senioir_citizen,0,0.08
7989-VCQOH,1,Male,29,Yes,Yes,1,Yes,18,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.25,1611.15,185.22,1796.37,3,No,2 years,Yes,No,Under_30,0,0.02
1898-JSNDC,1,Female,23,No,No,0,No,39,Offer C,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,2224.5,1878.63,4103.13,4,No,4 years+,Yes,Yes,Under_30,0,0.04
2985-FMWYF,1,Female,46,No,No,0,No,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,416.76,2758.31,3,No,2 years,Yes,Yes,Young_adult,0,0.13
3318-NMQXL,1,Male,58,No,No,0,No,3,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0,266.8,46.8,313.6,3,No,1 year,Yes,Yes,Young_adult,0,0.47
8749-TZYEC,1,Male,38,Yes,No,0,Yes,72,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1874.3,987.84,2845.88,3,No,4 years+,Yes,No,Young_adult,0,0.02
1796-JANOW,1,Female,33,No,No,0,No,2,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,38.15,69.14,107.29,4,No,1 year,Yes,Yes,Young_adult,0,0.05
4616-ULAOA,1,Female,33,Yes,Yes,2,Yes,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,2938.65,10184.55,3,No,4 years+,Yes,Yes,Young_adult,0,0.02
6198-PNNSZ,1,Female,54,Yes,No,0,Yes,56,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109.8,6109.65,2114.56,8224.21,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
3450-WXOAT,1,Male,36,No,No,0,No,46,Offer B,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.2,2065.15,1109.98,3175.13,5,No,4 years+,Yes,Yes,Young_adult,0,0.01
3021-VLNRJ,1,Female,25,No,Yes,2,No,50,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,1876.0,5354.15,4,No,4 years+,Yes,Yes,Under_30,0,0.0
1571-SAVHK,1,Male,20,No,No,0,No,12,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.95,1132.75,337.92,1590.67,1,Yes,1 year,Yes,No,Under_30,1,0.92
9962-BFPDU,1,Female,61,Yes,Yes,3,Yes,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,16.02,36.07,5,No,1 year,Yes,No,Young_adult,0,0.05
2254-DLXRI,1,Female,33,No,No,0,No,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,18.0,157.15,4,No,1 year,Yes,Yes,Young_adult,0,0.23
5180-UCIIQ,1,Male,80,Yes,Yes,2,Yes,22,None,No,No,Yes,Cable,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0.0,880.2,1,Yes,2 years,No,No,Senioir_citizen,1,0.91
9139-TWBAS,1,Female,34,Yes,No,0,Yes,26,None,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,47.85,1190.5,0.0,1270.5,4,No,3 years,No,No,Young_adult,0,0.03
0274-JKUJR,1,Male,21,Yes,Yes,2,Yes,7,Offer E,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,465.7,3,No,1 year,No,Yes,Under_30,0,0.04
6969-MVBAI,1,Female,66,No,No,0,No,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,360.0,1176.8,5,No,1 year,Yes,Yes,Senioir_citizen,0,0.16
2804-ETQDK,1,Male,57,No,Yes,2,No,66,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1357.1,1361.58,2701.54,4,No,4 years+,Yes,No,Young_adult,0,0.0
8739-XNIKG,1,Female,29,No,No,0,No,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,424.75,242.45,667.2,4,No,1 year,Yes,No,Under_30,0,0.06
7349-ALMUX,1,Male,35,No,No,0,No,37,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6,2313.8,1421.91,3735.71,4,No,4 years+,Yes,No,Young_adult,0,0.02
5766-FTRTS,1,Male,35,Yes,No,0,Yes,72,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,2524.32,8557.42,3,No,4 years+,Yes,Yes,Young_adult,0,0.0
8399-YNDCH,1,Male,80,No,No,0,No,21,None,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,727.02,1963.17,1,Yes,2 years,Yes,No,Senioir_citizen,1,0.94
9220-ZNKJI,1,Female,67,Yes,No,0,Yes,55,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,88.8,4805.3,1826.55,6631.85,3,No,4 years+,Yes,No,Senioir_citizen,0,0.02
8756-RDDLT,1,Female,53,No,No,0,No,68,None,No,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0.0,3085.35,3,No,4 years+,No,No,Young_adult,0,0.13
7206-PQBBZ,1,Male,76,Yes,No,0,Yes,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,268.62,1103.32,3,No,1 year,Yes,Yes,Senioir_citizen,0,0.05
1950-KSVVJ,1,Female,57,Yes,No,0,Yes,45,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,1509.3,6541.55,3,No,4 years+,Yes,Yes,Young_adult,0,0.1
6175-IRFIT,1,Male,32,No,No,0,No,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,426.35,164.55,600.9,5,No,1 year,Yes,No,Young_adult,0,0.06
9227-LUNBG,1,Female,39,No,No,0,No,1,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,24.6,0.0,24.6,2,Yes,1 year,No,No,Young_adult,1,0.95
2664-XJZNO,1,Male,43,Yes,Yes,3,Yes,72,Offer A,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,500.4,8059.95,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
8050-DVOJX,1,Male,67,No,No,0,No,49,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4060.9,2116.31,6177.21,4,No,4 years+,Yes,Yes,Senioir_citizen,0,0.03
5173-ZXXXL,1,Male,47,No,No,0,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,47.7,62.9,110.6,4,No,1 year,Yes,No,Young_adult,0,0.0
5346-BZCHP,1,Female,19,Yes,Yes,2,No,69,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1346.2,1737.42,3083.62,5,No,4 years+,Yes,Yes,Under_30,0,0.01
1051-EQPZR,1,Female,21,Yes,Yes,2,Yes,44,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,183.48,963.73,5,No,4 years+,Yes,No,Under_30,0,0.02
4488-PSYCG,1,Male,24,No,No,0,No,16,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.25,327.45,336.64,664.09,1,Yes,2 years,Yes,Yes,Under_30,1,0.73
1618-CFHME,1,Female,30,No,No,0,No,2,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,53.74,197.09,1,Yes,1 year,Yes,No,Young_adult,1,0.97
2486-WYVVE,1,Male,47,Yes,No,0,Yes,31,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2484.0,96.72,2580.72,5,No,3 years,Yes,No,Young_adult,0,0.03
3923-CSIHK,1,Female,69,Yes,No,0,Yes,50,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,230.0,3674.85,3,No,4 years+,Yes,No,Senioir_citizen,0,0.3
4851-BQDNX,1,Male,56,Yes,Yes,1,Yes,40,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.05,3355.65,576.4,3893.9,4,No,4 years+,Yes,No,Young_adult,0,0.01
4192-GORJT,1,Male,43,Yes,No,0,Yes,5,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,498.1,196.8,694.9,1,Yes,1 year,Yes,No,Young_adult,1,1.0
0289-IVARM,1,Female,57,No,No,0,No,35,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,1568.35,3550.95,4,No,3 years,Yes,No,Young_adult,0,0.02
6581-NQCBA,1,Female,36,Yes,No,0,Yes,16,Offer D,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0.0,810.2,1,Yes,2 years,No,Yes,Young_adult,1,0.97
4587-VVTOX,1,Female,23,Yes,No,0,Yes,6,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,164.64,709.84,1,Yes,1 year,Yes,Yes,Under_30,1,1.0
4023-RTIQM,1,Female,72,Yes,No,0,Yes,31,Offer C,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,1580.1,3,No,3 years,No,Yes,Senioir_citizen,0,0.01
5482-PLVPE,1,Female,79,No,No,0,No,2,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0.0,41.85,1,Yes,1 year,No,No,Senioir_citizen,1,0.99
8894-JVDCV,1,Female,39,No,No,0,No,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,2284.08,9417.53,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
5609-IMCGG,1,Female,44,No,No,0,No,15,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.35,1302.65,93.3,1395.95,3,No,2 years,Yes,Yes,Young_adult,0,0.07
9681-KYGYB,1,Male,75,Yes,No,0,Yes,49,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,88.2,4159.45,1274.0,5433.45,4,No,4 years+,Yes,Yes,Senioir_citizen,0,0.02
1494-EJZDW,1,Female,51,Yes,Yes,3,Yes,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,220.8,186.2,407.0,5,No,1 year,Yes,No,Young_adult,0,0.0
9959-WOFKT,1,Male,61,No,No,0,No,71,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,1041.57,8423.82,3,No,4 years+,Yes,No,Young_adult,0,0.08
5515-AKOAJ,1,Female,38,No,No,0,No,54,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,2258.82,7699.72,1,Yes,4 years+,Yes,No,Young_adult,1,0.98
5834-ASPWA,1,Male,55,No,No,0,No,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,11.58,87.03,3,Yes,1 year,Yes,No,Young_adult,1,0.91
5619-XZZKR,1,Male,47,No,No,0,No,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,68.2,27.44,95.64,4,No,1 year,Yes,No,Young_adult,0,0.01
0661-WCQNQ,1,Male,56,Yes,No,0,Yes,22,Offer D,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,1292.2,168.96,1561.16,4,No,2 years,Yes,Yes,Young_adult,0,0.03
7872-RDDLZ,1,Female,68,No,No,0,No,67,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,3244.81,6970.31,4,No,4 years+,Yes,No,Senioir_citizen,0,0.08
0670-KDOMA,1,Female,42,No,No,0,No,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,28.18,48.43,4,No,1 year,Yes,Yes,Young_adult,0,0.12
3494-JCHRQ,1,Male,38,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,27.89,97.94,2,Yes,1 year,Yes,No,Young_adult,1,1.0
8133-ANHHJ,1,Female,77,No,No,0,No,49,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,103.0,5166.2,1787.03,6953.23,4,No,4 years+,Yes,Yes,Senioir_citizen,0,0.09
8565-HBFNN,1,Male,51,Yes,No,0,Yes,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,2302.53,9619.63,4,No,4 years+,Yes,Yes,Young_adult,0,0.11
2501-XWWTZ,1,Male,51,No,No,0,No,11,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,760.05,11.11,771.16,5,No,1 year,Yes,No,Young_adult,0,0.11
1221-GHZEP,1,Female,45,No,No,0,No,62,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,3846.75,1437.16,5283.91,3,No,4 years+,Yes,No,Young_adult,0,0.0
4098-NAUKP,1,Male,70,Yes,Yes,1,Yes,68,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.65,5683.6,1381.08,7064.68,3,No,4 years+,Yes,Yes,Senioir_citizen,0,0.03
2580-ASVVY,1,Female,23,Yes,No,0,Yes,37,None,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45.4,1593.1,0.0,1548.97,4,No,4 years+,No,No,Under_30,0,0.0
8216-AZUUZ,1,Female,42,Yes,Yes,3,Yes,42,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.4,4303.65,529.2,4832.85,5,No,4 years+,Yes,No,Young_adult,0,0.0
2212-LYASK,1,Male,25,Yes,No,0,Yes,27,None,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,45.85,1246.4,0.0,1276.4,4,No,3 years,No,No,Under_30,0,0.02
4692-NNQRU,1,Female,49,Yes,No,0,Yes,21,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,79.2,1742.45,304.71,2047.16,3,No,2 years,Yes,Yes,Young_adult,0,0.22
7105-BENQF,1,Male,31,No,Yes,3,No,15,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.85,950.75,655.35,1606.1,4,No,2 years,Yes,No,Young_adult,0,0.0
6425-JWTDV,1,Male,43,Yes,No,0,Yes,48,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.25,855.1,765.6,1620.7,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
5505-OVWQW,1,Female,35,No,No,0,No,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.15,353.65,74.46,428.11,5,No,2 years,Yes,No,Young_adult,0,0.0
1360-RCYRT,1,Male,45,Yes,Yes,1,Yes,23,Offer D,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0.0,678.75,4,No,2 years,No,Yes,Young_adult,0,0.13
4415-WNGVR,1,Female,73,Yes,No,0,Yes,12,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,445.8,1409.65,4,No,1 year,Yes,No,Senioir_citizen,0,0.12
9606-PBKBQ,1,Male,69,Yes,No,0,Yes,32,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,191.68,2784.16,1,Yes,3 years,Yes,No,Senioir_citizen,1,0.98
6326-MTTXK,1,Male,56,No,No,0,No,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,819.55,26.16,845.71,2,Yes,1 year,Yes,Yes,Young_adult,1,0.97
7878-JGDKK,1,Male,38,No,No,0,No,4,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,220.75,120.28,341.03,3,No,1 year,Yes,Yes,Young_adult,0,0.26
5947-SGKCL,1,Female,19,Yes,Yes,3,Yes,15,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,1559.25,62.85,1622.1,3,No,2 years,Yes,Yes,Under_30,0,0.15
1833-TCXKK,1,Male,50,Yes,No,0,No,45,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,1341.45,6224.25,5,No,4 years+,Yes,Yes,Young_adult,0,0.01
7279-BUYWN,1,Female,66,No,No,0,No,41,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,1145.95,5835.45,1,Yes,4 years+,Yes,No,Senioir_citizen,1,0.89
2995-YWTCD,1,Female,20,Yes,Yes,1,Yes,19,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.9,467.7,600.02,1067.72,3,No,2 years,Yes,No,Under_30,0,0.02
7365-BVCJH,1,Male,40,No,No,0,No,1,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0.0,24.4,5,No,1 year,No,Yes,Young_adult,0,0.21
7389-KBFIT,1,Female,31,Yes,Yes,2,Yes,2,Offer E,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,0.0,63.75,3,No,1 year,No,Yes,Young_adult,0,0.25
6620-JDYNW,1,Female,64,No,No,0,No,18,Offer D,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.6,1156.35,197.46,1353.81,3,No,2 years,Yes,Yes,Young_adult,0,0.04
6582-PLFUU,1,Male,40,Yes,Yes,1,Yes,51,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1086.75,1476.96,2563.71,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
1936-UAFEH,1,Female,43,No,No,0,No,68,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.25,7279.35,3319.76,10629.11,4,No,4 years+,Yes,No,Young_adult,0,0.04
4188-PCPIG,1,Female,32,Yes,No,0,Yes,57,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,2736.0,6860.65,3,No,4 years+,Yes,Yes,Young_adult,0,0.05
8043-PNYSD,1,Male,48,Yes,Yes,2,Yes,63,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55,1245.6,672.21,1917.81,5,No,4 years+,Yes,Yes,Young_adult,0,0.0
6376-GAHQE,1,Male,48,No,No,0,No,4,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,171.2,480.4,2,Yes,1 year,Yes,Yes,Young_adult,1,1.0
4480-MBMLB,1,Female,52,No,No,0,No,36,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,1022.76,4909.21,3,No,3 years,Yes,Yes,Young_adult,0,0.22
0224-HJAPT,1,Male,25,No,No,0,No,5,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,110.05,333.2,2,Yes,1 year,Yes,No,Under_30,1,0.96
9818-XQCUV,1,Female,52,No,No,0,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,51.84,97.14,3,No,1 year,Yes,No,Young_adult,0,0.08
7636-XUHWW,1,Male,56,No,No,0,No,2,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,33.7,7.64,41.34,5,No,1 year,Yes,Yes,Young_adult,0,0.08
1449-XQEMT,1,Male,33,No,No,0,No,3,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.8,58.15,45.36,103.51,1,Yes,1 year,Yes,Yes,Young_adult,1,0.97
8945-MUQUF,1,Male,22,No,No,0,No,51,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,4837.6,2283.27,7120.87,3,No,4 years+,Yes,Yes,Under_30,0,0.24
8166-ORCHU,1,Male,73,Yes,No,0,Yes,33,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.55,3055.5,1469.82,4525.32,4,No,3 years,Yes,No,Senioir_citizen,0,0.02
9114-DPSIA,1,Male,22,Yes,Yes,3,Yes,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,5750.0,196.56,5946.56,3,No,4 years+,Yes,No,Under_30,0,0.0
6481-LXPWL,1,Male,61,Yes,Yes,1,Yes,56,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,36.1,1971.5,0.0,2031.5,3,No,4 years+,No,No,Young_adult,0,0.08
4484-CGXFK,1,Female,45,No,No,0,No,3,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,77.88,274.03,1,Yes,1 year,Yes,No,Young_adult,1,0.97
