Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Tenure,Distance call,Campaign,age group
2525-GVKQU,1,Female,60,No,No,0,No,60,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,1093.0,2824.2,3917.2,3,No,0,4 years+,Yes,Yes,Young_adult
8161-QYMTT,1,Male,55,No,No,0,No,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,701.3,51.59,752.89,5,No,0,1 year,Yes,No,Young_adult
9581-GVBXT,1,Male,59,Yes,Yes,2,No,59,Offer B,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,34.8,1980.3,0.0,1980.3,4,No,0,4 years+,No,Yes,Young_adult
5404-GGUKR,1,Male,39,No,No,0,No,5,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,262.3,85.8,348.1,5,No,0,1 year,Yes,Yes,Young_adult
2126-GSEGL,1,Female,53,Yes,No,0,Yes,70,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.8,5917.55,649.5999999999999,6687.15,4,No,0,4 years+,Yes,No,Young_adult
0440-QEXBZ,1,Female,64,No,No,0,No,44,Offer B,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2139.1,810.48,2949.58,3,No,0,4 years+,Yes,Yes,Young_adult
2434-EEVDB,1,Female,45,Yes,No,0,Yes,64,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,5948.7,81.28,6029.98,4,No,0,4 years+,Yes,Yes,Young_adult
6762-QVYJO,1,Female,25,Yes,Yes,3,Yes,58,Offer B,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3624.35,0.0,3624.35,3,No,0,4 years+,No,Yes,Under_30
8152-VETUR,1,Female,26,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,6869.7,2058.48,8928.18,5,No,0,4 years+,Yes,Yes,Under_30
4676-WLUHT,1,Male,51,No,No,0,No,54,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,46.2,2431.95,0.0,2431.95,3,No,0,4 years+,No,Yes,Young_adult
1629-DQQVB,1,Female,19,No,No,0,No,14,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.1,709.5,507.08,1216.58,3,No,0,2 years,Yes,No,Under_30
0374-AACSZ,1,Female,63,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,50.15,38.33,138.48000000000002,3,No,0,1 year,Yes,Yes,Young_adult
4872-VXRIL,1,Male,22,No,No,0,No,56,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.65,3665.55,2705.92,6371.47,3,No,0,4 years+,Yes,Yes,Under_30
9140-CZQZZ,1,Female,38,Yes,No,0,Yes,68,Offer A,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,5515.8,3260.6000000000004,8776.400000000001,4,No,0,4 years+,Yes,Yes,Young_adult
3423-HHXAO,1,Female,58,Yes,Yes,1,Yes,14,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,272.0,574.6999999999999,846.6999999999999,3,No,0,2 years,Yes,No,Young_adult
6537-QLGEX,1,Female,34,No,No,0,No,16,None,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,38.9,664.4,0.0,664.4,3,No,0,2 years,No,No,Young_adult
3160-TYXLT,1,Male,37,No,No,0,No,53,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,2546.85,0.0,2546.85,3,No,0,4 years+,No,Yes,Young_adult
6199-IPCAO,1,Female,62,Yes,Yes,2,Yes,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55,155.14999999999998,847.6999999999999,3,No,0,3 years,Yes,No,Young_adult
5640-CAXOA,1,Female,23,No,No,0,No,30,None,No,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,1187.05,0.0,1187.05,4,No,0,3 years,No,No,Under_30
2235-EZAIK,1,Female,21,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.2,5401.9,1613.52,7035.42,4,No,0,4 years+,Yes,Yes,Under_30
1453-RZFON,1,Female,39,No,Yes,3,No,1,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,49.9,9.0,58.9,3,No,0,1 year,Yes,Yes,Young_adult
8263-OKETD,1,Female,44,No,No,0,No,20,None,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,1370.35,455.0,1825.35,5,No,0,2 years,Yes,No,Young_adult
2476-YGEFM,1,Female,24,No,No,0,No,29,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,2215.25,203.29,2418.54,3,No,0,3 years,Yes,No,Under_30
8687-BAFGU,1,Male,34,No,No,0,No,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,74.0,23.7,97.7,4,No,0,1 year,Yes,Yes,Young_adult
0641-EVBOJ,1,Male,61,No,No,0,No,3,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,214.4,134.91,369.31,4,No,0,1 year,Yes,No,Young_adult
0829-XXPLX,1,Female,48,No,No,0,No,20,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1871.15,610.4,2481.55,4,No,0,2 years,Yes,No,Young_adult
9974-JFBHQ,1,Male,31,No,Yes,1,No,64,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,6171.2,1434.24,7605.44,5,No,0,4 years+,Yes,Yes,Young_adult
6624-JDRDS,1,Female,22,No,No,0,No,6,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.45,161.45,0.0,161.45,3,No,0,1 year,No,Yes,Under_30
9780-FKVVF,1,Male,60,No,No,0,No,6,Offer E,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,336.7,120.66,457.36,3,No,0,1 year,Yes,Yes,Young_adult
5214-NLTIT,1,Male,22,Yes,Yes,1,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,1706.4,8278.2,3,No,0,4 years+,Yes,Yes,Under_30
3345-PBBFH,1,Male,24,Yes,No,0,Yes,8,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,393.45,19.04,412.49,5,No,0,1 year,Yes,Yes,Under_30
5055-BRMNE,1,Female,35,Yes,Yes,2,Yes,67,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5,2703.4500000000003,9712.95,3,No,0,4 years+,Yes,Yes,Young_adult
2190-PHBHR,1,Female,22,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,1637.28,8558.98,4,No,0,4 years+,Yes,Yes,Under_30
5208-FVQKB,1,Male,41,Yes,No,0,Yes,70,Offer A,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,1745.1,6409.25,3,No,0,4 years+,Yes,Yes,Young_adult
6627-CFOSN,1,Female,54,No,No,0,No,59,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,5623.7,2325.78,7979.48,3,No,0,4 years+,Yes,Yes,Young_adult
3982-JGSFD,1,Male,37,No,No,0,No,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,695.85,457.92,1153.77,5,No,0,3 years,Yes,No,Young_adult
1574-DYCWE,1,Female,60,Yes,Yes,1,Yes,51,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1028.75,741.54,1770.29,4,No,0,4 years+,Yes,Yes,Young_adult
7247-XOZPB,1,Male,52,Yes,No,0,Yes,53,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,77.4,4155.95,2520.15,6676.099999999999,4,No,0,4 years+,Yes,Yes,Young_adult
2466-FCCPT,1,Female,50,Yes,Yes,3,Yes,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,395.6,146.2,541.8,5,No,0,2 years,Yes,No,Young_adult
6211-WWLTF,1,Male,46,Yes,No,0,Yes,63,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,99.7,6330.4,1689.03,8019.429999999999,3,No,0,4 years+,Yes,Yes,Young_adult
4826-TZEVA,1,Female,50,No,No,0,No,40,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,2971.7,742.8,3714.5,3,No,0,4 years+,Yes,Yes,Young_adult
6016-NXBNJ,1,Male,53,No,No,0,No,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.15,638.0,270.90000000000003,908.9,3,No,0,3 years,Yes,No,Young_adult
9138-EFSMO,1,Male,54,Yes,Yes,3,Yes,26,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2034.25,628.4200000000001,2662.67,3,No,0,3 years,Yes,No,Young_adult
4632-XJMEX,1,Male,20,No,Yes,2,No,53,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,3419.5,2533.9300000000003,5953.43,4,No,0,4 years+,Yes,Yes,Under_30
2716-GFZOR,1,Male,48,Yes,No,0,Yes,43,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,328.09,3879.74,3,No,0,4 years+,Yes,Yes,Young_adult
3724-UCSHY,1,Male,48,Yes,Yes,3,Yes,6,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,122.9,219.24,342.14,3,No,0,1 year,Yes,Yes,Young_adult
8626-XHBIE,1,Male,48,No,Yes,3,No,56,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1424.2,1258.32,2682.52,3,No,0,4 years+,Yes,Yes,Young_adult
3192-LNKRK,1,Male,63,Yes,Yes,1,Yes,34,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.05,2909.95,192.1,3102.05,3,No,0,3 years,Yes,No,Young_adult
4439-YRNVD,1,Female,33,No,No,0,No,10,None,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,374.0,0.0,374.0,3,No,0,1 year,No,No,Young_adult
2208-UGTGR,1,Male,62,No,No,0,No,56,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,5581.05,615.44,6196.49,3,No,0,4 years+,Yes,Yes,Young_adult
3005-TYFRD,1,Female,54,Yes,No,0,Yes,55,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,1851.3,7527.949999999999,5,No,0,4 years+,Yes,Yes,Young_adult
3079-BCHLN,1,Male,26,Yes,No,0,No,47,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,942.95,2030.4,2973.3500000000004,5,No,0,4 years+,Yes,Yes,Under_30
7777-UNYHB,1,Female,43,Yes,Yes,1,Yes,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,232.4,295.79999999999995,528.1999999999999,3,No,0,1 year,Yes,No,Young_adult
2969-VAPYH,1,Female,28,No,No,0,No,67,Offer A,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3870.0,2411.33,6281.33,3,No,0,4 years+,Yes,Yes,Under_30
7181-OQCUT,1,Male,60,No,No,0,No,21,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85,2215.0,333.69,2548.69,3,No,0,2 years,Yes,Yes,Young_adult
8474-UMLNT,1,Female,36,No,No,0,No,13,Offer D,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,369.85,1212.1,3,No,0,2 years,Yes,Yes,Young_adult
9142-XMYJH,1,Female,46,No,No,0,No,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,601.6,80.03999999999999,681.64,5,No,0,3 years,Yes,No,Young_adult
2465-BLLEU,1,Male,31,No,No,0,No,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,10.22,29.97,5,No,0,1 year,Yes,Yes,Young_adult
1685-VAYJF,1,Male,44,No,No,0,No,11,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492.0,446.49,1088.49,5,No,0,1 year,Yes,Yes,Young_adult
8874-EJNSR,1,Male,64,Yes,Yes,2,Yes,39,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,987.95,799.1099999999999,1787.06,5,No,0,4 years+,Yes,No,Young_adult
5049-MUBWG,1,Male,24,No,No,0,No,26,None,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,1908.35,1289.86,3198.21,3,No,0,3 years,Yes,No,Under_30
0769-MURVM,1,Female,44,Yes,Yes,2,Yes,72,Offer A,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0.0,4575.35,3,No,0,4 years+,No,Yes,Young_adult
9253-VIFJQ,1,Male,50,Yes,No,0,Yes,65,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,67.05,4309.55,2566.85,6876.4,3,No,0,4 years+,Yes,Yes,Young_adult
7030-FZTFM,1,Male,31,Yes,Yes,1,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,7922.75,3263.04,11315.79,4,No,0,4 years+,Yes,Yes,Young_adult
9741-YLNTD,1,Male,37,No,No,0,No,6,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,522.35,260.22,782.5699999999999,3,No,0,1 year,Yes,No,Young_adult
1194-BHJYC,1,Male,22,Yes,No,0,Yes,61,Offer B,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3778.85,0.0,3778.85,3,No,0,4 years+,No,Yes,Under_30
0906-QVPMS,1,Male,29,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,8349.45,2571.12,10920.57,4,No,0,4 years+,Yes,Yes,Under_30
1905-OEILC,1,Female,42,No,No,0,No,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,20.11,39.61,5,No,0,1 year,Yes,Yes,Young_adult
7858-GTZSP,1,Female,33,No,No,0,No,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,1066.9,225.0,1401.9,5,No,0,1 year,Yes,Yes,Young_adult
6248-BSHKG,1,Male,42,Yes,Yes,3,Yes,61,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,1226.45,1920.89,3147.34,3,No,0,4 years+,Yes,Yes,Young_adult
4685-TFLLS,1,Male,39,Yes,Yes,3,Yes,18,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,342.3,813.24,1155.54,5,No,0,2 years,Yes,Yes,Young_adult
3470-BTGQO,1,Male,60,No,Yes,2,No,21,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,985.05,410.97,1396.02,4,No,0,2 years,Yes,Yes,Young_adult
1209-VFFOC,1,Male,47,Yes,Yes,2,Yes,68,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3948.45,0.0,3948.45,3,No,0,4 years+,No,Yes,Young_adult
4553-DVPZG,1,Female,30,Yes,No,0,Yes,62,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,6164.7,933.72,7098.42,5,No,0,4 years+,Yes,Yes,Young_adult
8620-RJPZN,1,Female,27,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.7,20.7,45.86,66.56,5,No,0,1 year,Yes,No,Under_30
7572-KPVKK,1,Male,44,No,Yes,1,No,62,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,6590.5,1095.5400000000002,7686.04,4,No,0,4 years+,Yes,Yes,Young_adult
2642-MAWLJ,1,Female,26,Yes,Yes,2,Yes,36,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,717.95,1530.36,2248.31,5,No,0,3 years,Yes,Yes,Under_30
7103-ZGVNT,1,Female,59,Yes,Yes,3,Yes,69,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,73.7,4885.85,540.96,5426.81,4,No,0,4 years+,Yes,Yes,Young_adult
2027-WKXMW,1,Female,49,Yes,No,0,Yes,63,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,1283.3100000000002,8155.01,5,No,0,4 years+,Yes,Yes,Young_adult
7137-NAXML,1,Male,63,No,No,0,No,23,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,606.51,1012.11,4,No,0,2 years,Yes,Yes,Young_adult
2428-ZMCTB,1,Male,24,No,No,0,No,10,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,208.25,202.9,411.15,3,No,0,1 year,Yes,Yes,Under_30
6963-KQYQB,1,Female,24,Yes,Yes,2,Yes,70,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.05,1764.75,298.9,2063.65,5,No,0,4 years+,Yes,Yes,Under_30
5934-RMPOV,1,Female,32,No,Yes,2,No,22,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1816.75,742.06,2558.81,3,No,0,2 years,Yes,Yes,Young_adult
1207-BLKSA,1,Female,42,Yes,Yes,2,Yes,52,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05,1255.1,998.92,2254.02,3,No,0,4 years+,Yes,No,Young_adult
8316-BBQAY,1,Female,45,No,No,0,No,65,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3921.1,0.0,3921.1,3,No,0,4 years+,No,No,Young_adult
1166-PQLGG,1,Female,58,Yes,Yes,1,Yes,72,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,1463.45,1247.7599999999998,2711.21,3,No,0,4 years+,Yes,No,Young_adult
4291-YZODP,1,Female,56,No,Yes,3,No,7,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,96.8,347.62,444.42,5,No,0,1 year,Yes,Yes,Young_adult
6427-FEFIG,1,Female,63,Yes,Yes,3,Yes,24,Offer C,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,1846.65,514.3199999999999,2360.9700000000003,4,No,0,2 years,Yes,Yes,Young_adult
0017-IUDMW,1,Female,25,Yes,Yes,2,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,8456.75,1152.72,9609.47,3,No,0,4 years+,Yes,No,Under_30
8706-HRADD,1,Male,29,No,No,0,No,21,Offer D,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0.0,1011.5,4,No,0,2 years,No,Yes,Under_30
9955-QOPOY,1,Male,23,Yes,No,0,Yes,69,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.8,4263.4,0.0,4263.4,4,No,0,4 years+,No,No,Under_30
4385-ZKVNW,1,Male,58,Yes,Yes,3,Yes,44,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,2549.1,2047.76,4726.86,4,No,0,4 years+,Yes,No,Young_adult
9031-ZVQPT,1,Male,21,Yes,No,0,Yes,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,7840.6,1021.68,8862.28,4,No,0,4 years+,Yes,No,Under_30
2990-IAJSV,1,Male,55,No,No,0,No,72,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,6632.75,3269.5199999999995,9902.27,3,No,0,4 years+,Yes,No,Young_adult
9027-YFHQJ,1,Male,26,No,No,0,No,7,Offer E,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,315.91,468.86,5,No,0,1 year,Yes,Yes,Under_30
5176-LDKUH,1,Female,64,No,No,0,No,48,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,3772.65,1980.48,5753.13,4,No,0,4 years+,Yes,No,Young_adult
4644-OBGFZ,1,Male,43,Yes,Yes,3,Yes,55,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,1026.35,1992.65,3019.0,4,No,0,4 years+,Yes,No,Young_adult
6480-YAGIY,1,Male,57,No,No,0,No,45,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,5031.85,1292.4,6324.25,3,No,0,4 years+,Yes,No,Young_adult
4029-HPFVY,1,Male,35,No,No,0,No,3,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,220.4,29.22,249.62,4,No,0,1 year,Yes,No,Young_adult
7602-DBTOU,1,Female,46,Yes,No,0,Yes,71,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,1416.5,2685.93,4102.43,4,No,0,4 years+,Yes,No,Young_adult
5345-BMKWB,1,Male,29,Yes,No,0,Yes,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,158.35,39.84,198.19,4,No,0,1 year,Yes,No,Under_30
7998-WNZEM,1,Male,51,No,No,0,No,71,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,5708.2,871.17,6579.37,4,No,0,4 years+,Yes,No,Young_adult
4664-NJCMS,1,Female,52,Yes,No,0,Yes,33,Offer C,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0.0,2016.3,3,No,0,3 years,No,Yes,Young_adult
0307-BCOPK,1,Female,62,No,No,0,No,16,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,326.65,664.16,990.81,5,No,0,2 years,Yes,Yes,Young_adult
2542-HYGIQ,1,Female,58,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,19.95,38.84,58.790000000000006,5,No,0,1 year,Yes,No,Young_adult
5016-LIPDW,1,Male,45,Yes,Yes,2,Yes,57,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,1061.6,2368.92,3430.52,5,No,0,4 years+,Yes,No,Young_adult
6124-ACRHJ,1,Female,59,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,41.28,61.03,5,No,0,1 year,Yes,No,Young_adult
